Ciudad;Lugar;Cliente;Vendedor;Territorio;Socio;Ventas;Cantidad;Producto;Fecha;Precio_Unitario;Nivel_Venta
Trujillo;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;58438;41;Accesorios;01/01/2016;1425,317073;Bajo
Trujillo;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;211461;33;Accesorios;01/01/2016;6407,909091;Alta
Huancayo;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;196969;33;Juguetes;01/01/2016;5968,757576;Media
Huancayo;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;169308;22;Accesorios;01/01/2016;7695,818182;Media
Huancayo;Peru;Empresa Minera La Aventura;Victor;Norte;Ringo;135276;26;Juguetes;01/01/2016;5202,923077;Media
Huancayo;Peru;Empresa Minera La Aventura;Victor;Norte;Ringo;144362;24;Accesorios;01/01/2016;6015,083333;Media
Huancayo;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;155833;22;Accesorios;01/01/2016;7083,318182;Media
Huancayo;Peru;Synapsis del Peru;Rosa;Sur;Paul;177276;26;Electrodomesticos;01/01/2016;6818,307692;Media
Huancayo;Peru;Automotores Distribuidos;Jose;Sur;Ringo;86373;35;Accesorios;01/01/2016;2467,8;Bajo
Huancayo;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;197645;21;Electrodomesticos;01/01/2016;9411,666667;Media
Huancayo;Peru;Empresa Minera La Aventura;Victor;Norte;Ringo;146128;19;Juguetes;01/01/2016;7690,947368;Media
Loreto;Peru;Buenaventura Ingenieros, S.A.;Victor;Norte;Ringo;231733;30;Juguetes;01/01/2016;7724,433333;Alta
Loreto;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;72186;28;Accesorios;01/01/2016;2578,071429;Bajo
Loreto;Peru;Seguridad Integral Corp;Rosa;Sur;Ringo;217989;17;Accesorios;01/01/2016;12822,88235;Alta
Loreto;Peru;Automotores Distribuidos;Jose;Sur;Ringo;153172;29;Electrodomesticos;01/01/2016;5281,793103;Media
Loreto;Peru;Automotores Distribuidos;Jose;Sur;Ringo;107859;17;Electrodomesticos;01/01/2016;6344,647059;Media
Loreto;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;54920;15;Accesorios;01/01/2016;3661,333333;Bajo
Loreto;Peru;Minera Aventurera;Victor;Norte;Ringo;148265;25;Accesorios;01/01/2016;5930,6;Media
Loreto;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;61431;34;Accesorios;01/01/2016;1806,794118;Bajo
Loreto;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;148488;20;Accesorios;01/01/2016;7424,4;Media
Loreto;Peru;Banco Interno;Maria;Norte;Ringo;50104;26;Viajes;29/01/2016;1927,076923;Bajo
Loreto;Peru;Synapsis del Peru;Rosa;Sur;Paul;126817;41;Juguetes;01/01/2016;3093,097561;Media
Loreto;Peru;Seguridad Integral Corp;Rosa;Sur;Ringo;130686;16;Juguetes;01/01/2016;8167,875;Media
Loreto;Peru;Automotores Distribuidos;Jose;Sur;Ringo;142419;22;Accesorios;01/01/2016;6473,590909;Media
Loreto;Peru;Synapsis del Peru;Rosa;Sur;Paul;163063;21;Accesorios;01/01/2016;7764,904762;Media
Loreto;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;118770;37;Accesorios;01/01/2016;3210;Media
Loreto;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;79923;18;Calzado;01/01/2016;4440,166667;Bajo
Loreto;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;92676;39;Accesorios;01/01/2016;2376,307692;Bajo
Loreto;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;198026;37;Juguetes;01/01/2016;5352,054054;Media
Loreto;Peru;Fabrica de Software;Jose;Sur;John;205697;15;Juguetes;31/01/2016;13713,13333;Alta
Loreto;Peru;Buenaventura Ingenieros, S.A.;Victor;Norte;Ringo;156059;39;Juguetes;01/01/2016;4001,512821;Media
Loreto;Peru;Seguridad Integral Corp;Rosa;Sur;Ringo;235504;37;Accesorios;01/01/2016;6364,972973;Alta
Loreto;Peru;Seguridad Integral Corp;Rosa;Sur;Ringo;178682;37;Accesorios;01/01/2016;4829,243243;Media
Loreto;Peru;Automotores Distribuidos;Jose;Sur;Ringo;104201;41;Accesorios;01/01/2016;2541,487805;Media
Loreto;Peru;Automotores Distribuidos;Jose;Sur;Ringo;182312;36;Juguetes;01/01/2016;5064,222222;Media
Loreto;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;70148;27;Calzado;01/01/2016;2598,074074;Bajo
Loreto;Peru;Minera Aventurera;Victor;Norte;Ringo;198848;17;Accesorios;01/01/2016;11696,94118;Media
Loreto;Peru;Minera Aventurera;Victor;Norte;Ringo;97839;33;Accesorios;01/01/2016;2964,818182;Bajo
Loreto;Peru;Buenaventura Ingenieros, S.A.;Victor;Norte;Ringo;216170;41;Juguetes;01/01/2016;5272,439024;Alta
Loreto;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;108246;30;Juguetes;01/01/2016;3608,2;Media
Loreto;Peru;Synapsis del Peru;Rosa;Sur;Paul;231674;21;Accesorios;01/01/2016;11032,09524;Alta
Loreto;Peru;Seguridad Integral Corp;Rosa;Sur;Ringo;122061;24;Electrodomesticos;01/01/2016;5085,875;Media
Loreto;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;149238;40;Juguetes;01/01/2016;3730,95;Media
Loreto;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;61706;18;Accesorios;01/01/2016;3428,111111;Bajo
Loreto;Peru;Synapsis del Peru;Rosa;Sur;Paul;158075;17;Accesorios;01/01/2016;9298,529412;Media
Loreto;Peru;Synapsis del Peru;Rosa;Sur;Paul;187416;32;Accesorios;01/01/2016;5856,75;Media
Loreto;Peru;Automotores Distribuidos;Jose;Sur;Ringo;156090;23;Accesorios;01/01/2016;6786,521739;Media
Loreto;Peru;Buenaventura Ingenieros, S.A.;Victor;Norte;Ringo;134468;35;Accesorios;01/01/2016;3841,942857;Media
Loreto;Peru;Buenaventura Ingenieros, S.A.;Victor;Norte;Ringo;186335;16;Juguetes;01/01/2016;11645,9375;Media
Loreto;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;54228;37;Calzado;01/01/2016;1465,621622;Bajo
Loreto;Peru;Seguridad Integral Corp;Rosa;Sur;Ringo;166714;24;Accesorios;01/01/2016;6946,416667;Media
Arequipa;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;234301;19;Accesorios;01/01/2016;12331,63158;Alta
Arequipa;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;52351;30;Juguetes;01/01/2016;1745,033333;Bajo
Arequipa;Peru;Minera Aventurera;Victor;Norte;Ringo;227701;37;Electrodomesticos;01/01/2016;6154,081081;Alta
Arequipa;Peru;Buenaventura Ingenieros, S.A.;Victor;Norte;Ringo;213418;30;Juguetes;01/01/2016;7113,933333;Alta
Arequipa;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;195357;30;Juguetes;01/01/2016;6511,9;Media
Arequipa;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;180157;40;Accesorios;01/01/2016;4503,925;Media
Arequipa;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;83073;28;Juguetes;01/01/2016;2966,892857;Bajo
Arequipa;Peru;Grandes Montañas;Victor;Norte;Ringo;183188;23;Viajes;29/01/2016;7964,695652;Media
Arequipa;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;137884;29;Accesorios;01/01/2016;4754,62069;Media
Arequipa;Peru;Automotores Distribuidos;Jose;Sur;Ringo;141610;15;Accesorios;01/01/2016;9440,666667;Media
Arequipa;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;123546;41;Juguetes;01/01/2016;3013,317073;Media
Arequipa;Peru;Minera Aventurera;Victor;Norte;Ringo;68964;18;Juguetes;01/01/2016;3831,333333;Bajo
Arequipa;Peru;Buenaventura Ingenieros, S.A.;Victor;Norte;Ringo;183631;16;Accesorios;01/01/2016;11476,9375;Media
Arequipa;Peru;Synapsis del Peru;Rosa;Sur;Paul;163096;30;Juguetes;01/01/2016;5436,533333;Media
Arequipa;Peru;Seguridad Integral Corp;Rosa;Sur;Ringo;89022;38;Accesorios;01/01/2016;2342,684211;Bajo
Arequipa;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;249750;41;Juguetes;01/01/2016;6091,463415;Alta
Arequipa;Peru;Minera Aventurera;Victor;Norte;Ringo;87679;18;Juguetes;01/01/2016;4871,055556;Bajo
Arequipa;Peru;Seguridad Integral Corp;Rosa;Sur;Ringo;154630;41;Accesorios;01/01/2016;3771,463415;Media
Arequipa;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;152322;16;Electrodomesticos;01/01/2016;9520,125;Media
Arequipa;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;96346;34;Juguetes;01/01/2016;2833,705882;Bajo
Arequipa;Peru;Buenaventura Ingenieros, S.A.;Victor;Norte;Ringo;73926;40;Accesorios;01/01/2016;1848,15;Bajo
Arequipa;Peru;Buenaventura Ingenieros, S.A.;Victor;Norte;Ringo;94709;26;Calzado;01/01/2016;3642,653846;Bajo
Arequipa;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;141717;15;Juguetes;01/01/2016;9447,8;Media
Arequipa;Peru;Seguridad Integral Corp;Rosa;Sur;Ringo;64719;31;Accesorios;01/01/2016;2087,709677;Bajo
Arequipa;Peru;Seguridad Integral Corp;Rosa;Sur;Ringo;70601;42;Electrodomesticos;01/01/2016;1680,97619;Bajo
Arequipa;Peru;SCOTIABANK PERU;Victor;Norte;Ringo;172731;20;Viajes;29/01/2016;8636,55;Media
Cusco;Peru;Buenaventura Ingenieros, S.A.;Victor;Norte;Ringo;158478;32;Accesorios;01/01/2016;4952,4375;Media
Cusco;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;188219;42;Juguetes;01/01/2016;4481,404762;Media
Cusco;Peru;Automotores Distribuidos;Jose;Sur;Ringo;98533;39;Juguetes;01/01/2016;2526,487179;Bajo
Cusco;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;230646;31;Accesorios;01/01/2016;7440,193548;Alta
Cusco;Peru;Minera Aventurera;Victor;Norte;Ringo;78654;31;Juguetes;01/01/2016;2537,225806;Bajo
Cusco;Peru;Buenaventura Ingenieros, S.A.;Victor;Norte;Ringo;117451;38;Accesorios;01/01/2016;3090,815789;Media
Cusco;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;204922;15;Juguetes;01/01/2016;13661,46667;Alta
Cusco;Peru;Automotores Distribuidos;Jose;Sur;Ringo;53585;17;Accesorios;01/01/2016;3152,058824;Bajo
Cusco;Peru;Seguridad Integral Corp;Rosa;Sur;Ringo;78911;36;Electrodomesticos;01/01/2016;2191,972222;Bajo
Cusco;Peru;Synapsis del Peru;Rosa;Sur;Paul;172360;32;Juguetes;01/01/2016;5386,25;Media
Cusco;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;55872;24;Accesorios;01/01/2016;2328;Bajo
Cusco;Peru;Minera Aventurera;Victor;Norte;Ringo;90516;30;Calzado;01/01/2016;3017,2;Bajo
Cusco;Peru;Minera Aventurera;Victor;Norte;Ringo;170452;30;Accesorios;01/01/2016;5681,733333;Media
Cusco;Peru;Minera Aventurera;Victor;Norte;Ringo;194532;30;Juguetes;01/01/2016;6484,4;Media
Cajamarca;Peru;Buenaventura Ingenieros, S.A.;Victor;Norte;Ringo;105052;21;Electrodomesticos;01/01/2016;5002,47619;Media
Cajamarca;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;164900;38;Accesorios;01/01/2016;4339,473684;Media
Cajamarca;Peru;Synapsis del Peru;Rosa;Sur;Paul;92653;41;Accesorios;01/01/2016;2259,829268;Bajo
Cajamarca;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;128070;31;Juguetes;01/01/2016;4131,290323;Media
Cajamarca;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;102814;27;Accesorios;01/01/2016;3807,925926;Media
Cajamarca;Peru;Buenaventura Ingenieros, S.A.;Victor;Norte;Ringo;137688;34;Accesorios;01/01/2016;4049,647059;Media
Cajamarca;Peru;Ferrocarriles Centrales;Victor;Norte;John;94685;41;Electrodomesticos;15/01/2016;2309,390244;Bajo
Cajamarca;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;172920;30;Accesorios;01/01/2016;5764;Media
Cajamarca;Peru;Synapsis del Peru;Rosa;Sur;Paul;190270;30;Accesorios;01/01/2016;6342,333333;Media
Cajamarca;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;242009;31;Accesorios;01/01/2016;7806,741935;Alta
Cajamarca;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;146427;25;Juguetes;01/01/2016;5857,08;Media
Cajamarca;Peru;Plasticos SAC;Rosa;Sur;John;234999;23;Electrodomesticos;31/01/2016;10217,34783;Alta
Cajamarca;Peru;Buenaventura Ingenieros, S.A.;Victor;Norte;Ringo;220871;38;Juguetes;01/01/2016;5812,394737;Alta
Cajamarca;Peru;Buenaventura Ingenieros, S.A.;Victor;Norte;Ringo;153090;23;Juguetes;01/01/2016;6656,086957;Media
Cajamarca;Peru;Ferrocarriles Centrales;Victor;Norte;John;247691;15;Accesorios;15/01/2016;16512,73333;Alta
Cajamarca;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;55017;40;Calzado;01/01/2016;1375,425;Bajo
Cajamarca;Peru;Synapsis del Peru;Rosa;Sur;Paul;176805;37;Accesorios;01/01/2016;4778,513514;Media
Cajamarca;Peru;Seguridad Integral Corp;Rosa;Sur;Ringo;64955;15;Juguetes;01/01/2016;4330,333333;Bajo
Cajamarca;Peru;Automotores Distribuidos;Jose;Sur;Ringo;80508;18;Accesorios;01/01/2016;4472,666667;Bajo
Cajamarca;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;234572;41;Calzado;01/01/2016;5721,268293;Alta
Cajamarca;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;163163;16;Juguetes;01/01/2016;10197,6875;Media
Piura;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;130859;21;Accesorios;01/01/2016;6231,380952;Media
Piura;Peru;Seguridad Integral Corp;Rosa;Sur;Ringo;58878;36;Electrodomesticos;01/01/2016;1635,5;Bajo
Piura;Peru;Automotores Distribuidos;Jose;Sur;Ringo;116148;37;Accesorios;01/01/2016;3139,135135;Media
Piura;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;78119;38;Accesorios;01/01/2016;2055,763158;Bajo
Piura;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;117337;22;Juguetes;01/01/2016;5333,5;Media
Piura;Peru;Minera Aventurera;Victor;Norte;Ringo;246381;22;Accesorios;01/01/2016;11199,13636;Alta
Piura;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;85868;38;Electrodomesticos;01/01/2016;2259,684211;Bajo
Piura;Peru;Buenaventura Ingenieros, S.A.;Victor;Norte;Ringo;248199;42;Accesorios;01/01/2016;5909,5;Alta
Piura;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;72504;38;Juguetes;01/01/2016;1908;Bajo
Piura;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;222234;33;Accesorios;01/01/2016;6734,363636;Alta
Piura;Peru;Automotores Distribuidos;Jose;Sur;Ringo;77987;33;Juguetes;01/01/2016;2363,242424;Bajo
Piura;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;86702;21;Accesorios;01/01/2016;4128,666667;Bajo
Piura;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;218040;32;Juguetes;01/01/2016;6813,75;Alta
Piura;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;86031;40;Accesorios;01/01/2016;2150,775;Bajo
Piura;Peru;Minera Aventurera;Victor;Norte;Ringo;82758;18;Accesorios;01/01/2016;4597,666667;Bajo
Piura;Peru;NEXTEL PERU S.A.;Victor;Norte;Ringo;214887;32;Viajes;25/01/2016;6715,21875;Alta
Piura;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;213158;27;Electrodomesticos;01/01/2016;7894,740741;Alta
Piura;Peru;Asociacion de Fondos de Pensiones;Nadia;Sur;Paul;247148;25;Calzado;01/01/2016;9885,92;Alta
Piura;Peru;Synapsis del Peru;Rosa;Sur;Paul;167422;22;Juguetes;01/01/2016;7610,090909;Media
Piura;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;122128;28;Electrodomesticos;01/01/2016;4361,714286;Media
Piura;Peru;Minera de Cobre Supremo;Victor;Norte;Ringo;109633;23;Juguetes;01/01/2016;4766,652174;Media
Piura;Peru;Minera Aventurera;Victor;Norte;Ringo;167740;19;Juguetes;01/01/2016;8828,421053;Media
Piura;Peru;Automotores Distribuidos;Jose;Sur;Ringo;206146;31;Electrodomesticos;01/01/2016;6649,870968;Alta
Lima;Peru;Ferrocarriles Centrales;Nora;Sur;John;207279;32;Accesorios;01/07/2015;6477,46875;Alta
Lima;Peru;Tiendas Wang;Marco;Sur;Ringo;141765;25;Calzado;01/07/2015;5670,6;Media
Trujillo;Peru;Tiendas Wang;Marco;Sur;Ringo;98184;37;Accesorios;01/07/2015;2653,621622;Bajo
Trujillo;Peru;Minera Hatun Exitokuna;Nora;Sur;John;143852;16;Juguetes;01/07/2015;8990,75;Media
Trujillo;Peru;Hoteles Corp;Maria;Norte;Ringo;145865;32;Juguetes;17/07/2015;4558,28125;Media
Trujillo;Peru;Petrobras Energia Peru, S.A.;Nora;Sur;Paul;238566;18;Accesorios;29/07/2015;13253,66667;Alta
Trujillo;Peru;Tiendas Wang;Marco;Sur;Ringo;170460;39;Juguetes;01/07/2015;4370,769231;Media
Trujillo;Peru;Minera Hatun Exitokuna;Nora;Sur;John;244710;28;Juguetes;01/07/2015;8739,642857;Alta
Trujillo;Peru;Banco Interno;Maria;Norte;Paul;188140;18;Electrodomesticos;01/07/2015;10452,22222;Media
Trujillo;Peru;Banco Interno;Javier;Norte;Paul;221649;37;Juguetes;01/07/2015;5990,513514;Alta
Trujillo;Peru;Banco Interno;Javier;Norte;Ringo;52283;32;Juguetes;01/07/2015;1633,84375;Bajo
Huancayo;Peru;Maquillajes Unidos;Victor;Norte;Ringo;189756;37;Electrodomesticos;30/07/2015;5128,540541;Media
Huancayo;Peru;Ferrocarriles Centrales;Nora;Sur;Ringo;140881;20;Electrodomesticos;01/07/2015;7044,05;Media
Huancayo;Peru;Tiendas Wang;Marco;Sur;Ringo;61931;16;Accesorios;01/07/2015;3870,6875;Bajo
Huancayo;Peru;Tiendas Wang;Marco;Sur;Ringo;111214;25;Accesorios;01/07/2015;4448,56;Media
Huancayo;Peru;Empresa Minera La Aventura;Victor;Norte;John;155974;30;Electrodomesticos;01/07/2015;5199,133333;Media
Huancayo;Peru;Mina Linda Gente;Nora;Sur;John;148946;31;Accesorios;01/07/2015;4804,709677;Media
Huancayo;Peru;Banco Interno;Maria;Norte;Paul;204161;30;Accesorios;01/07/2015;6805,366667;Alta
Huancayo;Peru;Tecnologica de Alimentos, S.A.;Victor;Norte;Ringo;229428;42;Calzado;15/07/2015;5462,571429;Alta
Loreto;Peru;IFH Peru LTD;Victor;Norte;John;109089;20;Viajes;30/07/2015;5454,45;Media
Loreto;Peru;Tiendas Wang;Marco;Sur;Ringo;120701;20;Accesorios;01/07/2015;6035,05;Media
Loreto;Peru;CLINICA INTERNACIONAL S.A.;Victor;Norte;John;85080;28;Accesorios;01/07/2015;3038,571429;Bajo
Loreto;Peru;RIMAC Corp;Victor;Norte;John;64098;29;Electrodomesticos;01/07/2015;2210,275862;Bajo
Loreto;Peru;Banco Interno;Maria;Norte;Paul;91885;26;Calzado;01/07/2015;3534,038462;Bajo
Loreto;Peru;Banco Interno;Maria;Norte;Paul;116600;38;Accesorios;01/07/2015;3068,421053;Media
Loreto;Peru;Banco Interno;Javier;Norte;Paul;83595;42;Juguetes;01/07/2015;1990,357143;Bajo
Loreto;Peru;Hoteles Corp;Maria;Norte;Ringo;148864;40;Accesorios;17/07/2015;3721,6;Media
Loreto;Peru;Banco Interno;Javier;Norte;Ringo;173560;28;Accesorios;01/07/2015;6198,571429;Media
Loreto;Peru;JJC Contratistas;Nora;Sur;John;120175;19;Electrodomesticos;23/07/2015;6325;Media
Loreto;Peru;MANUFACTURAS ELECTRICAS S.A.;Marco;Sur;John;233088;27;Viajes;31/07/2015;8632,888889;Alta
Loreto;Peru;Gloria;Nora;Sur;Ringo;220243;30;Accesorios;31/07/2015;7341,433333;Alta
Loreto;Peru;Neptunia, S.A.;Nora;Sur;Ringo;219307;36;Electrodomesticos;07/07/2015;6091,861111;Alta
Loreto;Peru;CROSLAND LOGISTICA;Nora;Sur;Ringo;214123;39;Juguetes;31/07/2015;5490,333333;Alta
Loreto;Peru;Tiendas Wang;Marco;Sur;Ringo;85814;29;Accesorios;01/07/2015;2959,103448;Bajo
Loreto;Peru;Tiendas Wang;Marco;Sur;Ringo;196431;30;Accesorios;01/07/2015;6547,7;Media
Loreto;Peru;Grupo Central;Victor;Norte;John;191756;26;Accesorios;01/07/2015;7375,230769;Media
Loreto;Peru;Minera Hatun Exitokuna;Nora;Sur;John;149397;26;Accesorios;01/07/2015;5746,038462;Media
Loreto;Peru;Minera Hatun Exitokuna;Nora;Sur;John;133678;42;Juguetes;01/07/2015;3182,809524;Media
Loreto;Peru;Banco Interno;Maria;Norte;Paul;80668;35;Accesorios;01/07/2015;2304,8;Bajo
Loreto;Peru;Banco Interno;Javier;Norte;Paul;81427;39;Juguetes;01/07/2015;2087,871795;Bajo
Loreto;Peru;Banco Interno;Javier;Norte;Paul;151115;35;Accesorios;01/07/2015;4317,571429;Media
Loreto;Peru;Banco Interno;Javier;Norte;Ringo;101943;33;Juguetes;01/07/2015;3089,181818;Media
Loreto;Peru;Ajies Rellenos Inc.;Victor;Norte;John;220780;34;Calzado;30/07/2015;6493,529412;Alta
Loreto;Peru;INMOBILIARI S.A.;Nora;Sur;Ringo;63871;18;Accesorios;05/07/2015;3548,388889;Bajo
Loreto;Peru;MAESTRO PERU S.A.;Maria;Norte;George;53014;27;Juguetes;01/07/2015;1963,481481;Bajo
Loreto;Peru;Tiendas Wang;Marco;Sur;Ringo;181176;15;Electrodomesticos;01/07/2015;12078,4;Media
Loreto;Peru;NGRESTAURANTS;Maria;Norte;John;114232;35;Electrodomesticos;10/07/2015;3263,771429;Media
Loreto;Peru;JJC Contratistas;Nora;Sur;Ringo;97938;35;Accesorios;31/07/2015;2798,228571;Bajo
Loreto;Peru;Maquillajes Unidos;Victor;Norte;Ringo;160668;25;Electrodomesticos;30/07/2015;6426,72;Media
Loreto;Peru;Ferrocarriles Centrales;Nora;Sur;Ringo;159094;17;Accesorios;01/07/2015;9358,470588;Media
Loreto;Peru;Grupo Central;Victor;Norte;John;145503;27;Accesorios;01/07/2015;5389;Media
Loreto;Peru;Banco Interno;Maria;Norte;Paul;145459;18;Accesorios;01/07/2015;8081,055556;Media
Loreto;Peru;Ajies Rellenos Inc.;Nora;Sur;John;202862;35;Electrodomesticos;23/07/2015;5796,057143;Alta
Loreto;Peru;Hoteles Corp;Victor;Norte;Ringo;198428;29;Viajes;10/07/2015;6842,344828;Media
Loreto;Peru;Tiendas Wang;Marco;Sur;Ringo;66793;32;Juguetes;01/07/2015;2087,28125;Bajo
Loreto;Peru;Minsur, S.A.;Victor;Norte;John;239300;16;Accesorios;01/07/2015;14956,25;Alta
Loreto;Peru;Minera Hatun Exitokuna;Nora;Sur;John;155280;30;Accesorios;01/07/2015;5176;Media
Loreto;Peru;Banco Interno;Maria;Norte;Paul;117727;28;Accesorios;01/07/2015;4204,535714;Media
Loreto;Peru;Banco Egipcio Nacional;Javier;Norte;Ringo;214851;35;Juguetes;01/07/2015;6138,6;Alta
Loreto;Peru;CROSLAND LOGISTICA;Nora;Sur;Ringo;157862;22;Juguetes;31/07/2015;7175,545455;Media
Loreto;Peru;Grupo Central;Victor;Norte;John;89788;34;Accesorios;01/07/2015;2640,823529;Bajo
Loreto;Peru;Ajies Rellenos Inc.;Nora;Sur;John;210899;17;Electrodomesticos;24/07/2015;12405,82353;Alta
Loreto;Peru;SIERRA MACHINES S.A.C.;Marco;Sur;Ringo;231912;18;Juguetes;30/07/2015;12884;Alta
Loreto;Peru;Maquillajes Unidos;Victor;Norte;Ringo;226176;41;Viajes;31/07/2015;5516,487805;Alta
Loreto;Peru;Almacenes Santa Clara, S.A.;Rosa;Sur;Paul;145869;27;Accesorios;09/07/2015;5402,555556;Media
Loreto;Peru;INMOBILIARI S.A.;Nora;Sur;Ringo;153948;15;Electrodomesticos;05/07/2015;10263,2;Media
Loreto;Peru;Tiendas Wang;Marco;Sur;Ringo;192645;29;Electrodomesticos;01/07/2015;6642,931034;Media
Loreto;Peru;Tiendas Wang;Marco;Sur;Ringo;217306;19;Electrodomesticos;01/07/2015;11437,15789;Alta
Loreto;Peru;Banco Egipcio Nacional;Javier;Norte;Paul;117698;18;Accesorios;01/07/2015;6538,777778;Media
Loreto;Peru;San Martin Inc;Maria;Norte;Ringo;169781;32;Juguetes;01/07/2015;5305,65625;Media
Loreto;Peru;San Martin Inc;Maria;Norte;Ringo;183462;24;Juguetes;01/07/2015;7644,25;Media
Arequipa;Peru;Americana de Contactos;Victor;Norte;George;61233;29;Juguetes;24/07/2015;2111,482759;Bajo
Arequipa;Peru;Tiendas Wang;Marco;Sur;Ringo;237984;41;Juguetes;01/07/2015;5804,487805;Alta
Arequipa;Peru;Minsur, S.A.;Victor;Norte;John;192611;33;Electrodomesticos;01/07/2015;5836,69697;Media
Arequipa;Peru;Minera Hatun Exitokuna;Nora;Sur;John;101061;34;Calzado;01/07/2015;2972,382353;Media
Arequipa;Peru;Minera Hatun Exitokuna;Nora;Sur;John;92899;20;Accesorios;01/07/2015;4644,95;Bajo
Arequipa;Peru;Minera Hatun Exitokuna;Nora;Sur;John;219790;25;Electrodomesticos;01/07/2015;8791,6;Alta
Arequipa;Peru;Minera Hatun Exitokuna;Nora;Sur;John;139039;34;Juguetes;01/07/2015;4089,382353;Media
Arequipa;Peru;Banco Egipcio Nacional;Maria;Norte;Paul;143488;28;Accesorios;01/07/2015;5124,571429;Media
Arequipa;Peru;Banco Egipcio Nacional;Javier;Norte;Paul;246692;39;Juguetes;01/07/2015;6325,435897;Alta
Arequipa;Peru;Hoteles Corp;Maria;Norte;Ringo;68670;27;Electrodomesticos;17/07/2015;2543,333333;Bajo
Arequipa;Peru;Hoteles Corp;Maria;Norte;Ringo;227782;31;Accesorios;17/07/2015;7347,806452;Alta
Arequipa;Peru;Gloria;Nora;Sur;Ringo;120260;38;Juguetes;31/07/2015;3164,736842;Media
Arequipa;Peru;Sociedad de Mineria Nueva;Marco;Sur;Ringo;58986;35;Electrodomesticos;31/07/2015;1685,314286;Bajo
Arequipa;Peru;Tiendas Wang;Marco;Sur;Ringo;174419;37;Accesorios;01/07/2015;4714,027027;Media
Arequipa;Peru;Tiendas Wang;Marco;Sur;Ringo;198516;29;Accesorios;01/07/2015;6845,37931;Media
Arequipa;Peru;Tiendas Wang;Marco;Sur;Ringo;184208;26;Accesorios;01/07/2015;7084,923077;Media
Arequipa;Peru;Minsur, S.A.;Victor;Norte;John;100204;39;Accesorios;01/07/2015;2569,333333;Media
Arequipa;Peru;RIMAC Corp;Victor;Norte;John;212447;29;Accesorios;01/07/2015;7325,758621;Alta
